,customer_ID,S_2,P_2,D_39,B_1,B_2,R_1,S_3,D_41,B_3,D_42,D_43,D_44,B_4,D_45,B_5,R_2,D_46,D_47,D_48,D_49,B_6,B_7,B_8,D_50,D_51,B_9,R_3,D_52,P_3,B_10,D_53,S_5,B_11,S_6,D_54,R_4,S_7,B_12,S_8,D_55,D_56,B_13,R_5,D_58,S_9,B_14,D_59,D_60,D_61,B_15,S_11,D_62,D_63,D_64,D_65,B_16,B_17,B_18,B_19,D_66,B_20,D_68,S_12,R_6,S_13,B_21,D_69,B_22,D_70,D_71,D_72,S_15,B_23,D_73,P_4,D_74,D_75,D_76,B_24,R_7,D_77,B_25,B_26,D_78,D_79,R_8,R_9,S_16,D_80,R_10,R_11,B_27,D_81,D_82,S_17,R_12,B_28,R_13,D_83,R_14,R_15,D_84,R_16,B_29,B_30,S_18,D_86,D_87,R_17,R_18,D_88,B_31,S_19,R_19,B_32,S_20,R_20,R_21,B_33,D_89,R_22,R_23,D_91,D_92,D_93,D_94,R_24,R_25,D_96,S_22,S_23,S_24,S_25,S_26,D_102,D_103,D_104,D_105,D_106,D_107,B_36,B_37,R_26,R_27,B_38,D_108,D_109,D_110,D_111,B_39,D_112,B_40,S_27,D_113,D_114,D_115,D_116,D_117,D_118,D_119,D_120,D_121,D_122,D_123,D_124,D_125,D_126,D_127,D_128,D_129,B_41,B_42,D_130,D_131,D_132,D_133,R_28,D_134,D_135,D_136,D_137,D_138,D_139,D_140,D_141,D_142,D_143,D_144,D_145
0,0,2017/3/9,0.9384687,0,0.008724451,1.0068382,0.009227722,0.12403516,0,0.004709241,,,0,6,0.7089063,0.17060024,0,0.35858658,0.52535105,0.25573608,-1,0.063902214,0.05941573,0,0.14869796,4,0.008206739,0,0.20733388,0.7364627,0.09621881,,0.023381121,0.002768062,0,1,0,0.16134483,0.14826606,0.9229981,0.35459602,0.15202524,0.11807513,0,0.15861195,0.06572835,0.018384619,8,0.19961701,0.30823326,0.016360575,15,0.091071025,0,0,0,0,,0.65298444,0,-1,0,6,0.27200758,0.008362539,0.5152221,0.002644026,0.009013299,0,0,0.119403206,0,4,0.05088185,,0,1,1,,0.004326786,0,,0.007728649,0.000271828,0,0,0,-1,0.002270937,0,0,0,0.002310298,0,1,0.008033023,1,0.08468261,0,0,0,0,0,0,,0,0,0,-1,0,0,,1,0.00253721,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0.8940897,0.13556081,0.91119146,0.9745386,0.001243403,0.7666882,1,1.0045869,0.89373416,-1,2,0.009968482,0.004571608,-1,1.0089488,2,-1,0,,-1,,1,0.21006043,0.6769222,0,1,0.23825021,0,5,0.23211995,0.23626566,0,0.70228016,3,0,16,0,2,1,1.0078186,1,0,,0,0,,0.004345059,0,,-1,-1,-1,-1,0,0,0,,0,0.000609837,0
1,0,2017/4/7,0.9366646,0,0.004923353,1.0006531,0.006151309,0.12674998,0,0.002713575,,,0,5,0.7127947,0.113238625,0,0.35362956,0.5213113,0.22332887,-1,0.06526106,0.057743765,0,0.14972253,4,0.00837324,0,0.20277765,0.7208864,0.09980397,,0.030598553,0.002749363,0,1,0,0.14095053,0.1435299,0.9194137,0.32675698,0.1562009,0.11873748,0,0.1484595,0.09393538,0.013034827,8,0.15138699,0.26502597,0.017687928,15,0.08680481,0,0,0,0,,0.6470931,0,-1,0,6,0.18896966,0.004029573,0.50904816,0.004193118,0.007842384,0,0,0.14061072,0,4,0.040468886,,0,1,1,,0.004202757,0,,0.001864132,0.000978889,0,0,0,-1,0.00981023,0,0,0,0.001326727,0,1,0.000760442,1,0.08184324,0,0,0,0,0,0,,0,0,0,-1,0,0,,1,0.008427195,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0.90213543,0.13633254,0.9198764,0.9756245,0.004561384,0.7860069,1,1.0041181,0.9068411,-1,2,0.003920998,0.004653845,-1,1.0032054,2,-1,0,,-1,,1,0.18409272,0.82228094,0,1,0.24721733,0,5,0.24353164,0.24188478,0,0.70701677,3,0,16,0,2,1,1.004333,1,0,,0,0,,0.007494781,0,,-1,-1,-1,-1,0,0,0,,0,0.005492045,0
2,0,2017/5/28,0.9541803,3,0.021654664,1.0096722,0.006815219,0.123976685,0,0.00942266,,,0,5,0.7208836,0.060492333,0,0.33465013,0.5245677,0.18942398,-1,0.06698193,0.056646686,0,0.15195535,4,0.00935453,0,0.20662901,0.738044,0.13407318,,0.048366975,0.010077274,0,1,0,0.11222949,0.13701394,1.0019774,0.304124,0.15379456,0.11453429,0,0.1395039,0.08475696,0.056653388,8,0.30588323,0.21216542,0.06395489,15,0.09400143,0,0,0,0,,0.6458195,0,-1,0,6,0.49530846,0.006838155,0.6792568,0.001336558,0.006025272,0,0,0.07586799,0,4,0.047454197,,0,1,1,,0.00178212,0,,0.005418535,0.006148903,0,0,0,-1,0.009362285,0,0,0,0.007623746,0,1,0.004056139,1,0.08195372,0,0,0,0,0,0,,0,0,0,-1,0,0,,1,0.007327179,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0.93965375,0.13493831,0.95869917,0.9740674,0.011735527,0.80684006,1,1.009285,0.92871934,-1,2,0.001263984,0.01917604,-1,1.0007545,2,-1,0,,-1,,1,0.15483665,0.85349786,0,1,0.23986687,0,5,0.24076796,0.23970996,0,0.7048432,3,0,16,0,2,1,1.0078311,1,0,,0,0,,0.009226633,0,,-1,-1,-1,-1,0,0,0,,0,0.006985802,0
3,0,2017/6/13,0.9603836,0,0.013683335,1.0027003,0.001372535,0.117169224,0,0.005531242,,,0,4,0.723997,0.16678223,0,0.32327077,0.5309292,0.13558616,-1,0.08372025,0.049252924,0,0.15121941,4,0.006782095,0,0.20821385,0.74181294,0.13443671,,0.030063456,0.009666767,0,1,0,0.10283761,0.12901676,0.70401585,0.2750554,0.15577245,0.120740466,0,0.1381,0.048382174,0.012498479,8,0.2735528,0.20429978,0.022732234,15,0.09485442,0,0,0,0,,0.65435755,0,-1,0,6,0.5086703,0.008183109,0.5152817,0.008715818,0.00527066,0,0,0.15020852,0,5,0.031705044,,0,1,1,,0.005595033,0,,0.000646185,0.009193236,0,0,0,-1,0.004875861,0,0,0,3.42E-05,0,1,0.006969278,1,0.060634367,0,0,0,0,0,0,,0,0,0,-1,0,0,,1,0.007053067,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0.91320467,0.14005843,0.92634094,0.9754989,0.007570696,0.80821365,1,1.0045141,0.9353833,-1,2,0.002729378,0.011720323,-1,1.0053376,2,-1,0,,-1,,1,0.1539389,0.844667,0,1,0.2409099,0,5,0.23939964,0.24072699,0,0.7115456,3,0,16,0,2,1,1.0034604,1,0,,0,0,,0.007205823,0,,-1,-1,-1,-1,0,0,0,,0,0.006527304,0
4,0,2017/7/16,0.9472484,0,0.015193464,1.000727,0.007604705,0.11732478,0,0.009311608,,,0,3,0.7206191,0.1436304,0,0.23100868,0.52930474,,-1,0.07589992,0.04891794,0,0.15402567,4,0.000519092,0,0.20546755,0.6919864,0.121517554,,0.054221123,0.009484376,0,1,0,0.09431084,0.12953873,0.9171327,0.23110995,0.15491404,0.0951778,0,0.12644307,0.039259214,0.02789735,8,0.2331026,0.17565505,0.031170625,17,0.093915336,0,0,0,0,,0.6501119,0,-1,0,6,0.2165067,0.008605494,0.50771236,0.006821384,0.000152084,0,0,0.09644081,0,4,0.03273316,,0,1,1,,0.004933211,0,,0.001832827,0.005738125,0,0,0,-1,0.007446765,0,0,0,0.002109175,0,1,0.001769923,1,0.062491655,0,0,0,0,0,0,,0,0,0,-1,0,0,,1,0.007728343,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0.9210258,0.13161992,0.93347937,0.9780268,0.01820032,0.8222811,1,1.005735,0.9533625,-1,2,0.009998318,0.017597903,-1,1.0031749,2,-1,0,,-1,,1,0.12071738,0.8111986,0,1,0.24793921,0,5,0.24419926,0.24232543,0,0.7053434,3,0,16,0,2,1,1.0050528,1,0,,0,0,,0.006311901,0,,-1,-1,-1,-1,0,0,0,,0,0.008126329,0
5,0,2017/8/4,0.9459636,0,0.007863281,1.0050062,0.00422039,0.110945575,0,0.00986568,,,0,2,0.72137076,0.13830349,0,0.27596292,0.5297617,,-1,0.09578438,0.035738286,0,0.14950554,3,0.007123309,0,0.2041672,0.6765283,0.14256363,,0.009789676,0.008877441,0,1,0,0.09358569,0.12096902,0.91944677,0.18796974,0.1536471,0.09777039,0,0.10301132,0.03690655,0.018003482,7,0.35734665,0.12127601,0.014439015,17,0.089137435,0,0,0,0,,0.6542537,0,-1,0,6,0.21555907,0.009594398,0.51095396,0.005541562,0.002787703,0,0,0.093798935,0,4,0.021703016,,0,1,1,,0.001057226,0,,0.009547913,0.008892277,0,0,0,-1,0.004915366,0,0,0,0.00462065,0,1,0.007381224,1,0.042972043,0,0,0,0,0,0,,0,0,0,-1,0,0,,1,0.008168538,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0.8919213,0.13266344,0.91587687,0.973985,0.027059676,0.84332144,1,1.0114645,0.96719104,-1,2,0.001417199,0.004565814,-1,1.0091076,2,-1,0,,-1,,1,0.08291042,0.82232124,0,1,0.23826025,0,5,0.24424699,0.24262193,0,0.71122146,3,0,16,0,2,1,1.001116,1,0,,0,0,,0.00297077,0,,-1,-1,-1,-1,0,0,0,,0,0.002222701,0
6,0,2017/9/18,0.9407047,0,0.018859304,1.0080243,0.004508878,0.10332941,0,0.000783478,,,0,0,0.7217248,0.10852157,0,0.30786893,0.5357474,,-1,0.10451908,0.014672394,0,0.14644226,3,0.008208342,0,0.20801154,0.6801016,0.3160653,,0.029674646,0.00278136,0,1,0,0.08180463,0.12738375,0.7036019,0.14828427,0.15943818,0.092278026,0,0.001336664,0.03172939,0.02986851,7,1.0068017,,0.040002123,16,,0,0,0,0,,1,0,-1,0,6,0.1887091,0.004264735,0.51199967,0.008338117,0.004622642,0,0,0.13710167,0,5,0.011709901,,0,0,0,,0.009719757,0,,0.007531843,0.002695061,0,0,0,-1,0.003935291,0,0,0,0.002468738,0,1,0.002947474,1,0.014963554,0,0,0,0,0,0,,0,0,0,-1,0,0,,1,0.007127573,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0.93989396,0.13666876,0.9546764,0.9722717,0.022122141,0.8635175,1,1.0045147,0.991684,-1,2,0.0017357,0.016031025,-1,1.0082235,2,-1,0,,-1,,1,0.004542382,0.90630424,0,1,0.24420643,0,5,0.24503435,0.24424626,0,0.71664315,3,0,16,0,2,1,1.0044163,1,0,,0,0,,0.008389951,0,,-1,-1,-1,-1,0,0,0,,0,0.00766089,0
7,0,2017/10/8,0.914767,0,0.014324308,1.0002418,0.00026268,0.108115,0,0.007836204,,,0,0,0.7232927,0.18763782,0,0.5196185,0.5332948,0.25756925,-1,0.108926296,0.00598917,0,0.1476153,2,0.001077279,0,0.20395526,0.6099958,0.3205692,,0.02201707,0.009844621,0,1,0,0.078575544,0.123287596,0.7551199,0.16494973,0.16196647,0.097051345,0,0.005259357,0.029052928,0.023858435,8,1.0005236,,0.018865388,16,,0,0,0,0,,1,0,-1,0,6,0.1851948,0.005513665,0.68431354,0.00502747,0.000781894,0,0,0.14520384,0,5,0.003622217,,0,0,0,,0.000401551,0,,0.003651038,0.000469722,0,0,0,-1,0.001340356,0,0,0,0.00077577,0,1,0.008000581,1,0.013653103,0,0,0,0,0,0,,0,0,0,-1,0,0,,1,0.007441589,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.91324973,0.13748969,0.91921556,0.9769354,0.024164163,0.8669997,1,1.0122523,0.993735,-1,2,0.005601465,0.010115264,-1,1.0083168,2,-1,0,,-1,,1,0.009788508,0.835799,0,1,0.24728447,0,5,0.23966026,0.24685241,0,0.7079756,3,0,16,0,2,1,1.0081887,1,0,,0,0,,0.000259181,0,,-1,-1,-1,-1,0,0,0,,0,0.009616085,0
8,0,2017/11/20,0.9508447,0,0.016888324,1.0039951,0.001788877,0.10279226,0,0.009817177,,,0,1,0.7309178,0.17857395,0,0.4300772,0.53906536,0.18936092,-1,0.122928016,0.017306741,0,0.15275635,2,0.0068222,0,0.20240214,0.69767165,0.3230324,,0.018506886,0.00746688,0,1,0,0.07719568,0.12135399,0.7555118,0.16004351,0.15812676,0.09576718,0,0.000266583,0.022443874,0.039481588,8,1.0094236,0.17712522,0.044197805,19,,0,0,0,0,,1,0,-1,0,6,0.15836364,0.002442913,0.8471277,0.007461583,0.004435945,0,0,0.2860143,0,5,0.007267844,,0,0,0,,0.007285313,0,,0.008977079,0.007846163,0,0,0,-1,0.0029215,1,0,0,0.00870287,0,1,0.001606108,1,0.024448123,0,0,0,0,0,0,,0,0,0,-1,0,0,,1,0.000423279,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.93326885,0.1360987,0.950548,0.9746413,0.014253547,0.8824747,1,1.0080909,1.0206608,-1,2,0.001923741,0.025011485,-1,1.0063905,2,-1,0,,-1,,1,0.007534786,0.8110969,0,1,0.2498721,0,5,0.24134147,0.24434799,0,0.7149367,3,0,16,0,2,1,0.99953014,1,0,,0,0,,0.000418462,0,,-1,-1,-1,-1,0,0,0,,0,0.004369381,0
9,0,2017/12/4,0.8685796,0,0.001929884,1.0075036,0.001772348,0.10046975,0,0.006073353,,,0,0,0.73500115,0.18901128,0,0.4308714,0.5421191,0.40344802,-1,0.22189938,0.001681309,0,0.15432623,2,0.007081371,0,0.20380701,0.6898856,0.43186444,,0.007164663,0.004026535,0,1,0,0.07464556,0.112579495,0.75941604,0.18676582,0.16124743,0.07488637,0,0.004934157,0.019340096,0.009725356,8,1.0085337,0.18129055,0.007219359,19,,0,0,0,0,,1,0,-1,0,6,0.08594282,0.005197884,0.8523927,0.004329539,0.005500163,0,0,0.4309538,0,5,0.004898767,,0,0,0,,0.007681156,0,,0.003784644,0.007010386,0,0,0,-1,0.008427895,1,0,0,0.009384706,0,1,0.00632466,1,0.005742631,0,0,0,0,0,0,,0,0,0,-1,0,0,,1,0.007468996,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.90613693,0.13145442,0.92451745,0.9697772,0.02274095,0.90669906,1,1.0145487,1.0263304,-1,2,0.007016787,0.00890574,-1,1.0002456,2,-1,0,,-1,,1,0.001403639,0.8166507,0,1,0.2506121,0,5,0.25155744,0.24712697,0,0.71518904,3,0,16,0,2,1,1.0082188,1,0,,0,0,,0.003673043,0,,-1,-1,-1,-1,0,0,0,,0,0.004752507,0
10,0,2018/1/11,0.9098114,0,0.00282931,1.0047984,0.00817537,0.09888189,0,0.003237803,,,0,0,0.7301214,0.085317485,0,0.50305396,0.5379213,0.32571796,-1,0.16608979,0.009825055,0,0.14517929,2,0.006716764,0,0.20078216,0.58167785,0.7419344,,0.0198816,0.008733422,0,1,0,0.07836464,0.11758067,0.7601852,0.19415309,0.16120383,0.088308536,0,0.00361265,0.02508836,0.011252106,7,1.0063546,0.38347664,0.007768576,18,,0,0,0,0,,1,0,-1,0,6,0.33715788,0.007080284,0.84436834,0.008365816,0.009244227,0,0,0.42567444,0,5,0.003174882,,0,0,0,,0.008823182,0,,0.009859733,0.006974596,0,0,0,-1,0.004299938,1,0,0,0.003949396,0,1,0.004539052,1,0.005608449,0,0,0,0,0,0,,0,0,0,-1,0,0,,1,0.009328689,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.90413016,0.13446473,0.9148221,0.97420126,0.005250817,0.92090845,1,1.015837,1.0458288,-1,2,0.006390321,0.006465422,-1,1.0090315,2,-1,0,,-1,,1,0.003697008,0.95325744,0,1,0.25529566,0,5,0.25571603,0.25133485,0,0.7179363,3,0,16,0,2,1,1.0044725,1,0,,0,0,,0.005256244,0,,-1,-1,-1,-1,0,0,0,,0,0.003003644,0
11,0,2018/2/21,0.937349,0,0.019837482,1.0083071,0.000607109,0.102984756,0,0.007454325,,,0,6,0.74006194,0.13262579,0,0.42584845,0.5382753,0.23723198,-1,0.15015453,0.06050159,0,0.14933753,2,0.001063504,0,0.20756006,0.647352,0.32546368,,0.050146446,0.007259636,0,1,0,0.07735178,0.11105986,0.75582945,0.19651955,0.16644832,0.09218115,0,0.005720172,0.013616799,0.029953137,8,0.141639,0.22812775,0.04226471,19,0.4539338,0,0,0,0,,1,0,-1,0,6,0.18741316,0.004807298,0.84670174,0.003346595,0.007434203,0,0,0.3129372,0,5,0.044314805,,0,0,0,,0.008714149,0,0.41725582,0.009572565,1.26E-05,0,0,0,-1,0.005026511,1,0,0,0.002736518,0,1,0.007089638,1,0.09884389,0,0,0,0,0,0,,0,0,0,-1,0,0,,1,0.00086947,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.93334657,0.13632162,0.95011926,0.97913605,0.003096,0.92253226,1,1.0154172,1.0671047,-1,2,0.009382839,0.0187043,-1,1.0038589,2,-1,0,,-1,,1,0.10091819,0.9794158,0,1,0.25673267,0,5,0.2538506,0.24743335,0,0.7190523,3,0,16,0,2,1,0.99982196,1,0,,0,0,,0.000121737,0,,-1,-1,-1,-1,0,0,0,,0,0.006346075,0
12,0,2018/3/13,0.93474483,0,0.009382437,1.0076474,0.006103754,0.13502125,0,0.007174308,,,0,5,0.7401019,0.2317175,0,0.4205207,0.5397148,0.19237627,-1,0.14956415,0.05842528,0,0.15346101,2,0.009534851,0,0.20352419,0.62939227,0.3261007,,0.034643374,0.010260477,0,1,0,0.1056713,0.11229432,0.48823187,0.18728517,0.16663642,0.100107186,0,0.00717426,0.007396764,0.010238517,8,0.2584609,0.22763722,0.014553032,15,0.44656822,0,0,0,0,,1,0,-1,0,6,0.184036,0.003944672,0.6867189,0.005375448,0.005469353,0,0,0.37799057,0,6,0.040366966,,0,0,0,,0.002229958,0,0.42133406,0.006474976,0.001067509,0,0,0,-1,2.61E-05,1,0,0,0.007235946,0,1,0.006549593,1,0.08474502,0,0,0,0,0,0,,0,0,0,-1,0,0,,1,0.003511278,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.9178108,0.13180085,0.9360668,0.9719938,0.001281203,0.94334006,1,1.0145096,1.0739853,-1,2,0.007441134,0.008676185,-1,1.0061301,2,-1,0,,-1,,1,0.10045413,0.9289551,0,1,0.2557866,0,5,0.26025516,0.2566556,0,0.71979064,3,0,16,0,2,1,0.99973667,1,0,,0,0,,0.006210082,0,,-1,-1,-1,-1,0,0,0,,0,0.002969945,0
13,1,2017/3/1,0.9291219,13,0.025781533,1.0026472,0.005514712,0.089799225,0,0.005830415,,,0,1,0.23945872,0.07096707,0,0.45782608,0.3825624,0.059342492,-1,0.20157418,0.03238981,0,,1,0.007560539,0,0.11047052,0.6190116,0.30275726,,0.025802081,0.011676731,0,1,0,0.072582595,0.026337197,0.5962423,0.052812614,0.6843715,0.03649025,0,0.007069241,,0.015918208,16,0.37519094,0.06361171,0.005119047,12,0.23924449,3,0,0,2,,1,0,-1,0,6,0.17512324,0.000396414,0.28261924,0.006759683,0.006520818,0,0,0.015735019,0,5,0.014833562,,0,0,0,,0.00079792,0,0.22232382,0.027021512,0.005833478,0,0,0,-1,0.00122802,0,0,0,0.002704173,0,-1,0.000796786,1,0.020551844,0,0,0,0,0,0,,0,0,0,-1,0,0,,1,0.002156991,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0.9149208,0.13544042,0.92610437,0.9764646,0.006042088,0.00103952,0,0,,-1,0,0.00512645,0.023903536,-1,1.0038685,2,-1,0,,-1,,1,0.030686736,,0,1,0.43011793,0,0,0.41836968,0.41634884,0,0.527146,2,0,4,0,2,0,1.0026617,0,0,,0,0,,0.001288522,0,,-1,-1,-1,-1,0,0,0,,0,2.69E-05,0
14,1,2017/4/16,0.9184305,0,0.006806377,1.0081862,0.003287057,0.095965825,0,0.000860821,,,0,1,0.24700883,0.026491625,0,0.46267954,0.38611403,0.08338342,-1,0.20213458,0.02435632,0,,2,0.004459367,0,0.10563686,0.5911439,0.29596376,,0.004938456,0.00088671,0,1,0,0.08138328,0.019454544,0.47284836,0.06077008,0.6890354,0.041153118,0,0.004691074,0.006782143,0.005316671,16,0.29541302,0.07925748,0.003482499,14,0.23775573,3,0,0,1,,1,0,-1,0,6,0.13336645,0.004130953,0,0.003196005,0.006328953,0,0,0.009995902,0,5,0.009041654,,0,0,0,,0.005709581,0,0.2204909,0.013183452,0.008285151,0,0,0,-1,0.003258481,0,0,0,0.000441744,0,-1,0.003770566,1,0.012104641,0,0,0,0,0,0,,0,0,0,-1,0,0,,1,0.008077758,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.8865019,0.13334808,0.89401513,0.9766382,0.005881537,0.009589211,0,0,,-1,0,0.009940381,0.011566805,-1,1.0016936,2,-1,0,,-1,,1,0.032634184,0.31724557,0,1,0.4359395,0,0,0.42684954,0.42303896,1,0.53468716,2,0,4,0,2,0,1.0040114,0,0,,0,0,,0.001774285,0,,-1,-1,-1,-1,0,0,0,,0,0.002669017,0
15,1,2017/5/7,0.9225631,19,0.033712663,1.0074968,0.005593546,0.09465535,0,0.010466258,,,0,1,0.2430675,0.031776007,0,0.45048106,0.3849299,0.08690439,-1,0.19148964,0.03436038,0,,2,0.010245577,0,0.10456482,0.597797,0.2960584,,0.011832202,0.017218662,0,1,0,0.08398974,0.022641722,0.6667162,0.05996207,0.71772873,0.040766563,0,0.006135483,,0.016579667,16,0.44675043,0.081170015,0.007234391,15,0.2410968,3,0,0,2,,1,0,-1,0,6,0.18135948,0.004799353,0.42828956,0.004766542,0.00867667,0,0,0.014168685,0,5,0.02093681,,0,0,0,,0.001452337,0,0.22557972,0.036989722,0.000350584,0,0,0,-1,0.003000228,0,0,0,0.005176688,0,-1,0.002065362,1,0.018038934,0,0,0,0,0,0,,0,0,0,-1,0,0,,1,0.000951967,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.9394671,0.1330851,0.93499345,0.9788629,0.001987404,0.008367965,0,0,,-1,0,0.008267363,0.04117151,-1,1.0023293,2,-1,0,,-1,,1,0.02356812,0.00569379,0,1,0.43012756,0,0,0.4319731,0.42816374,1,0.5341943,2,0,4,0,2,0,1.0032218,0,0,,0,0,,0.001329453,0,,-1,-1,-1,-1,0,0,0,,0,0.003253963,0
16,1,2017/6/25,0.9192531,7,0.03117008,1.0085341,0.00899553,0.099088736,0,0.005359683,,,0,1,0.25416723,0.057810783,0,0.44202217,0.38940185,0.03624787,-1,0.19984834,0.02831714,0,,1,0.010397511,0,0.11011918,0.6102745,0.29399958,,0.03627218,0.012103994,0,1,0,0.08156006,0.025763366,0.7627241,0.05249622,0.71740794,0.033490926,0,0.005296041,,0.018576916,16,0.3334445,0.026943322,0.008701561,12,0.23429537,3,0,0,1,,1,0,-1,0,6,0.34481058,0.001316614,0.28293952,0.009901629,0.002171915,0,0,0.008913609,0,4,0.013094085,,0,0,0,,0.00765135,0,0.22521064,0.028270265,0.004953727,0,0,0,-1,0.007751739,0,0,0,0.007901846,0,-1,0.007113377,1,0.018088786,0,0,0,0,0,0,,0,0,0,-1,0,0,,1,0.005835348,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.913676,0.13281177,0.9184476,0.97597086,0.007262232,0.000723071,0,0,,-1,0,0.005237981,0.033920195,-1,1.0096152,2,-1,0,,-1,,1,0.029079577,0.002921924,0,1,0.43631703,0,0,0.42865682,0.4252546,0,0.5266985,2,0,4,0,2,0,1.0030924,0,0,,0,0,,0.006118301,0,,-1,-1,-1,-1,0,0,0,,0,0.004324734,0
17,1,2017/7/30,0.9018605,11,0.10964433,1.0050981,0.008040804,0.1085255,0,0.005484036,,,0,3,0.24858451,0.029021788,0,0.43242353,0.3887758,0.03197824,-1,0.22664092,0.06820403,0,,1,0.045092903,0,0.10497399,0.56602997,0.30147186,,0.052948657,0.081246234,0,1,0,0.09493034,0.02262978,0.7638028,0.048871536,0.717988,0.07390413,0,0.007023993,0.007432201,0.057174142,16,0.85754067,0.028178157,0.006440423,10,0.24064384,3,0,0,1,,1,0,-1,0,6,0.17593303,0.008270972,0.2864034,0.001140344,0.007795468,0,0,0.005655405,0,4,0.04399057,,0,0,0,,0.001539278,0,0.22249006,0.095347315,0.008240154,0,0,0,-1,0.001394449,0,0,0,0.008471494,0,-1,0.009011705,1,0.028811203,0,0,0,0,0,0,,0,0,0,-1,0,0,,1,0.006391594,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9470452,0.1368089,0.9602832,0.9745653,0.001130059,0.002503386,0,0,,-1,0,0.001114576,0.10562313,-1,1.0050017,2,-1,0,,-1,,1,0.016187193,0.34147027,0,1,0.43728265,0,0,0.4313487,0.42455617,0,0.53216296,2,0,4,0,2,0,1.0009722,0,0,,0,0,,0.00264611,0,,-1,-1,-1,-1,0,0,0,,0,0.002979328,0
